0.2500	0.3536	0.3536	-0.3536	0.3536	0.3536	0.2500	-0.3536	-0.3536	0.0061	0.0108	0.0231	-0.0549	0.0000	0.0139	-0.0147	
0.2500	0.3266	0.2500	-0.1353	-0.0000	-0.1353	-0.2500	0.3266	0.2500	0.1409	-0.1453	-0.3171	0.3437	-0.2500	0.3533	-0.2394	
0.2500	0.2500	0.0000	0.2500	-0.3536	-0.2500	0.2500	-0.2500	-0.0000	0.2543	0.2576	-0.2658	-0.2081	-0.3536	-0.0139	0.3532	
0.2500	0.1353	-0.2500	0.3266	-0.0000	0.3266	-0.2500	0.1353	-0.2500	0.3289	-0.3306	0.1137	-0.1844	-0.2500	-0.3533	-0.2602	
0.2500	0.0000	-0.3536	-0.0000	0.3536	-0.0000	0.2500	0.0000	0.3536	0.3535	0.3534	0.3528	0.3493	-0.0000	0.0139	0.0147	
0.2500	-0.1353	-0.2500	-0.3266	0.0000	-0.3266	-0.2500	-0.1353	-0.2500	0.3243	-0.3223	0.1563	-0.0829	0.2500	0.3533	0.2394	
0.2500	-0.2500	0.0000	-0.2500	-0.3536	0.2500	0.2500	0.2500	0.0000	0.2457	0.2422	-0.2332	-0.2858	0.3536	-0.0139	-0.3532	
0.2500	-0.3266	0.2500	0.1353	-0.0000	0.1353	-0.2500	-0.3266	0.2500	0.1297	-0.1252	-0.3348	0.3017	0.2500	-0.3533	0.2602	
0.2500	-0.3536	0.3536	0.3536	0.3536	-0.3536	0.2500	0.3536	-0.3536	-0.0061	-0.0108	-0.0231	0.0549	0.0000	0.0139	-0.0147	
0.2500	-0.3266	0.2500	0.1353	-0.0000	0.1353	-0.2500	-0.3266	0.2500	-0.1409	0.1453	0.3171	-0.3437	-0.2500	0.3533	-0.2394	
0.2500	-0.2500	-0.0000	-0.2500	-0.3536	0.2500	0.2500	0.2500	0.0000	-0.2543	-0.2576	0.2658	0.2081	-0.3536	-0.0139	0.3532	
0.2500	-0.1353	-0.2500	-0.3266	0.0000	-0.3266	-0.2500	-0.1353	-0.2500	-0.3289	0.3306	-0.1137	0.1844	-0.2500	-0.3533	-0.2602	
0.2500	0.0000	-0.3536	0.0000	0.3536	0.0000	0.2500	0.0000	0.3536	-0.3535	-0.3534	-0.3528	-0.3493	-0.0000	0.0139	0.0147	
0.2500	0.1353	-0.2500	0.3266	-0.0000	0.3266	-0.2500	0.1353	-0.2500	-0.3243	0.3223	-0.1563	0.0829	0.2500	0.3533	0.2394	
0.2500	0.2500	0.0000	0.2500	-0.3536	-0.2500	0.2500	-0.2500	-0.0000	-0.2457	-0.2422	0.2332	0.2858	0.3536	-0.0139	-0.3532	
0.2500	0.3266	0.2500	-0.1353	0.0000	-0.1353	-0.2500	0.3266	0.2500	-0.1297	0.1252	0.3348	-0.3017	0.2500	-0.3533	0.2602	
