0.1996	0.2204	-0.2827	0.0013	-0.2841	-0.0133	0.2865	0.0086	-0.2903	0.0892	-0.2910	-0.0105	0.1391	-0.0908	0.1623	-0.2668	0.1505	-0.1180	-0.2105	-0.2123	0.0015	-0.0027	-0.2071	-0.0030	0.2018	0.0026	0.1723	-0.0082	-0.1836	-0.0049	-0.1941	-0.0012	
0.1505	-0.1180	-0.2040	0.0599	-0.1774	-0.1215	0.1339	-0.1539	-0.0750	-0.1553	0.0301	-0.1941	-0.1649	-0.0286	0.0133	0.0691	-0.1996	-0.2204	0.2394	0.2716	-0.0805	0.1560	0.1852	0.2213	-0.1078	0.2681	0.2493	-0.1937	-0.1204	0.2738	0.0055	-0.2954	
0.1996	-0.2204	-0.2612	0.1094	-0.2009	-0.2101	0.1097	-0.2613	-0.0000	-0.2762	0.1588	-0.2688	-0.2649	0.0000	-0.0494	0.1870	0.1505	0.1180	-0.1488	-0.1962	0.0827	-0.1507	-0.0793	-0.1925	0.0000	-0.2018	-0.1592	0.0734	0.1298	-0.1263	0.0743	0.1798	
0.1505	0.1180	-0.1659	0.1333	-0.0453	-0.2074	-0.0948	-0.1869	0.1874	-0.1289	0.1656	0.0773	0.1021	0.0716	-0.0781	-0.0034	-0.1996	0.2204	0.0612	0.2209	-0.1781	0.2782	-0.1311	0.2529	0.2695	0.1112	-0.1606	0.2710	-0.1109	-0.2839	-0.2751	0.1062	
0.1996	0.2204	-0.1999	0.2008	0.0000	-0.2838	-0.2026	-0.2086	0.2903	-0.0892	0.1695	0.2162	0.2354	0.0908	-0.0710	-0.0788	0.1505	-0.1180	0.0000	-0.1501	0.1512	-0.2104	0.1465	-0.1443	-0.2018	-0.0026	0.1219	-0.1275	0.0000	0.1836	0.1372	-0.1364	
0.1505	-0.1180	-0.1025	0.1864	0.1133	-0.1719	-0.2064	0.0108	0.0750	0.1553	-0.1569	0.1349	0.0206	-0.0726	0.1309	-0.0628	-0.1996	-0.2204	-0.1529	0.1365	-0.2485	0.2374	-0.2856	-0.0277	0.1078	-0.2681	0.0475	-0.3069	0.2771	0.1277	0.2050	0.2142	
0.1996	-0.2204	-0.1082	0.2617	0.2009	-0.1912	-0.2647	0.1016	0.0000	0.2762	-0.2885	0.1033	-0.0681	-0.1284	0.1805	-0.0415	0.1505	0.1180	0.1488	-0.0812	0.1967	-0.1469	0.1913	0.0820	-0.0000	0.2018	-0.0659	0.1622	-0.1298	-0.1333	-0.1793	-0.0754	
0.1505	0.1180	-0.0236	0.2111	0.2055	-0.0356	-0.0632	0.1952	-0.1874	0.1289	-0.0456	-0.1805	-0.1312	0.0311	-0.1638	0.1194	-0.1996	0.2204	-0.2774	0.0314	-0.2812	0.0576	-0.0875	-0.2741	-0.2695	-0.1112	0.0728	0.2962	-0.2811	0.1033	0.1182	-0.2701	
0.1996	0.2204	0.0000	0.2827	0.2841	0.0133	0.0000	0.2864	-0.2903	0.0892	0.0513	-0.2953	-0.1391	0.0908	-0.2626	0.1554	0.1505	-0.1180	0.2105	0.0000	0.2123	0.0027	0.0000	0.2071	0.2018	0.0026	0.0000	-0.1721	0.1836	0.0049	0.0000	0.1941	
0.1505	-0.1180	0.0590	0.2037	0.1774	0.1215	0.1580	0.1386	-0.0750	-0.1553	0.1917	0.0033	0.1649	0.0286	0.1718	-0.1579	-0.1996	-0.2204	-0.2394	-0.0785	-0.2710	-0.1560	0.2186	-0.1820	-0.1078	0.2681	-0.1821	-0.2404	0.1204	-0.2738	-0.2955	-0.0074	
0.1996	-0.2204	0.1082	0.2607	0.2009	0.2101	0.2647	0.1176	-0.0000	-0.2762	0.2492	0.1227	0.2649	0.0000	0.3047	-0.2456	0.1505	0.1180	0.1488	0.0812	0.1956	0.1507	-0.1913	0.0765	0.0000	-0.2018	0.0659	0.1559	-0.1298	0.1263	0.1793	-0.0731	
0.1505	0.1180	0.1325	0.1653	0.0453	0.2074	0.1842	-0.0892	0.1874	-0.1289	-0.1012	0.1780	-0.1021	-0.0716	-0.1536	0.1723	-0.1996	0.2204	-0.0612	-0.1765	-0.2196	-0.2782	0.2548	0.1348	0.2695	0.1112	0.2636	0.1479	0.1109	0.2839	0.1080	0.2758	
0.1996	0.2204	0.1999	0.1990	-0.0000	0.2838	0.2026	-0.1964	0.2903	-0.0892	-0.2421	0.2014	-0.2354	-0.0908	-0.3004	0.2985	0.1505	-0.1180	0.0000	0.1501	0.1490	0.2104	-0.1465	-0.1485	-0.2018	-0.0026	-0.1219	-0.1159	-0.0000	-0.1836	-0.1372	-0.1381	
0.1505	-0.1180	0.1859	0.1017	-0.1133	0.1719	-0.0171	-0.2068	0.0750	0.1553	-0.1143	-0.1395	-0.0206	0.0726	0.1121	-0.1605	-0.1996	-0.2204	0.1529	-0.2476	-0.1347	-0.2374	-0.0236	0.2852	0.1078	-0.2681	-0.3050	-0.0330	-0.2771	-0.1277	0.2128	-0.2036	
0.1996	-0.2204	0.2612	0.1070	-0.2009	0.1912	-0.1097	-0.2679	0.0000	0.2762	-0.0640	-0.2769	0.0681	0.1284	0.2504	-0.3059	0.1505	0.1180	-0.1488	0.1962	0.0798	0.1469	0.0793	-0.1902	-0.0000	0.2018	0.1592	0.0583	0.1298	0.1333	-0.0743	0.1788	
0.1505	0.1180	0.2110	0.0226	-0.2055	0.0356	-0.1972	-0.0691	-0.1874	0.1289	0.1887	-0.0713	0.1312	-0.0311	-0.0534	0.1242	-0.1996	0.2204	0.2774	-0.2810	-0.0294	-0.0576	-0.2729	0.0835	-0.2695	-0.1112	0.3000	-0.0870	0.2811	-0.1033	-0.2709	-0.1199	
0.1996	0.2204	0.2827	-0.0013	-0.2841	-0.0133	-0.2865	-0.0086	-0.2903	0.0892	0.2910	0.0105	0.1391	-0.0908	-0.1623	0.2668	0.1505	-0.1180	-0.2105	0.2123	-0.0015	-0.0027	0.2071	0.0030	0.2018	0.0026	-0.1723	0.0082	-0.1836	-0.0049	0.1941	0.0012	
0.1505	-0.1180	0.2040	-0.0599	-0.1774	-0.1215	-0.1339	0.1539	-0.0750	-0.1553	-0.0301	0.1941	-0.1649	-0.0286	-0.0133	-0.0691	-0.1996	-0.2204	0.2394	-0.2716	0.0805	0.1560	-0.1852	-0.2213	-0.1078	0.2681	-0.2493	0.1937	-0.1204	0.2738	-0.0055	0.2954	
0.1996	-0.2204	0.2612	-0.1094	-0.2009	-0.2101	-0.1097	0.2613	-0.0000	-0.2762	-0.1588	0.2688	-0.2649	0.0000	0.0494	-0.1870	0.1505	0.1180	-0.1488	0.1962	-0.0827	-0.1507	0.0793	0.1925	0.0000	-0.2018	0.1592	-0.0734	0.1298	-0.1263	-0.0743	-0.1798	
0.1505	0.1180	0.1659	-0.1333	-0.0453	-0.2074	0.0948	0.1869	0.1874	-0.1289	-0.1656	-0.0773	0.1021	0.0716	0.0781	0.0034	-0.1996	0.2204	0.0612	-0.2209	0.1781	0.2782	0.1311	-0.2529	0.2695	0.1112	0.1606	-0.2710	-0.1109	-0.2839	0.2751	-0.1062	
0.1996	0.2204	0.1999	-0.2008	0.0000	-0.2838	0.2026	0.2086	0.2903	-0.0892	-0.1695	-0.2162	0.2354	0.0908	0.0710	0.0788	0.1505	-0.1180	0.0000	0.1501	-0.1512	-0.2104	-0.1465	0.1443	-0.2018	-0.0026	-0.1219	0.1275	0.0000	0.1836	-0.1372	0.1364	
0.1505	-0.1180	0.1025	-0.1864	0.1133	-0.1719	0.2064	-0.0108	0.0750	0.1553	0.1569	-0.1349	0.0206	-0.0726	-0.1309	0.0628	-0.1996	-0.2204	-0.1529	-0.1365	0.2485	0.2374	0.2856	0.0277	0.1078	-0.2681	-0.0475	0.3069	0.2771	0.1277	-0.2050	-0.2142	
