0.2823	0.3117	-0.2129	0.1668	-0.4018	-0.0184	-0.4105	0.0100	-0.3961	0.0457	0.2976	0.0011	-0.2854	-0.0520	0.2597	0.0214	
0.2129	-0.1668	0.2823	0.3117	-0.2508	0.1485	-0.1060	-0.2624	0.1852	0.2257	-0.3386	0.2151	0.1525	-0.3470	0.1702	-0.3766	
0.2823	-0.3117	-0.2129	-0.1668	-0.2841	0.2707	-0.0000	-0.4104	0.3934	0.2681	0.2105	-0.2097	0.0000	0.2807	-0.1836	0.1679	
0.2129	0.1668	0.2823	-0.3117	-0.0641	0.2874	0.2650	-0.1125	-0.0022	-0.2504	-0.0865	0.3920	-0.3812	-0.2194	0.1568	0.4091	
0.2823	0.3117	-0.2129	0.1668	0.0000	0.4013	0.4105	-0.0100	-0.1602	-0.4248	0.0000	-0.2976	0.2854	0.0520	-0.0000	-0.2588	
0.2129	-0.1668	0.2823	0.3117	0.1602	0.2579	0.1060	0.2624	-0.1820	0.1283	0.2163	0.3394	-0.1525	0.3470	-0.3919	-0.2019	
0.2823	-0.3117	-0.2129	-0.1668	0.2841	0.2968	0.0000	0.4104	-0.1669	0.3327	-0.2105	-0.2112	-0.0000	-0.2807	0.1836	0.1981	
0.2129	0.1668	0.2823	-0.3117	0.2907	0.0774	-0.2650	0.1125	0.2597	0.0689	0.3923	0.0879	0.3812	0.2194	0.3975	-0.1235	
0.2823	0.3117	-0.2129	0.1668	0.4018	0.0184	-0.4105	0.0100	0.3961	-0.0457	-0.2976	-0.0011	-0.2854	-0.0520	-0.2597	-0.0214	
0.2129	-0.1668	0.2823	0.3117	0.2508	-0.1485	-0.1060	-0.2624	-0.1852	-0.2257	0.3386	-0.2151	0.1525	-0.3470	-0.1702	0.3766	
0.2823	-0.3117	-0.2129	-0.1668	0.2841	-0.2707	-0.0000	-0.4104	-0.3934	-0.2681	-0.2105	0.2097	0.0000	0.2807	0.1836	-0.1679	
0.2129	0.1668	0.2823	-0.3117	0.0641	-0.2874	0.2650	-0.1125	0.0022	0.2504	0.0865	-0.3920	-0.3812	-0.2194	-0.1568	-0.4091	
0.2823	0.3117	-0.2129	0.1668	0.0000	-0.4013	0.4105	-0.0100	0.1602	0.4248	0.0000	0.2976	0.2854	0.0520	0.0000	0.2588	
0.2129	-0.1668	0.2823	0.3117	-0.1602	-0.2579	0.1060	0.2624	0.1820	-0.1283	-0.2163	-0.3394	-0.1525	0.3470	0.3919	0.2019	
0.2823	-0.3117	-0.2129	-0.1668	-0.2841	-0.2968	0.0000	0.4104	0.1669	-0.3327	0.2105	0.2112	-0.0000	-0.2807	-0.1836	-0.1981	
0.2129	0.1668	0.2823	-0.3117	-0.2907	-0.0774	-0.2650	0.1125	-0.2597	-0.0689	-0.3923	-0.0879	0.3812	0.2194	-0.3975	0.1235	
