0.0049	-0.0098	0.0146	-0.0194	-0.0241	0.0287	0.0332	0.0376	-0.0418	-0.0459	-0.0498	0.0534	0.0568	0.0600	0.0628	0.0652	0.0673	0.0690	-0.0701	-0.0707	-0.0706	-0.0698	-0.0681	-0.0655	0.0617	0.0567	-0.0504	0.0427	0.0336	0.0119	0.0232	-0.0049	-0.0098	-0.0146	-0.0194	0.0241	-0.0287	0.0332	-0.0376	-0.0418	-0.0459	-0.0498	-0.0534	-0.0568	0.0600	-0.0628	-0.0652	0.0673	-0.0690	0.0701	0.0707	-0.0706	-0.0698	0.0681	-0.0655	0.0617	-0.0567	0.0119	-0.0232	0.0336	-0.0504	0.0427	-0.6481	-0.6480	
0.0171	-0.0340	0.0507	-0.0668	-0.0823	0.0970	0.1109	0.1237	-0.1353	-0.1456	-0.1546	0.1621	0.1681	0.1725	0.1753	0.1764	0.1758	0.1736	-0.1697	-0.1641	-0.1570	-0.1484	-0.1383	-0.1269	0.1141	0.1002	-0.0853	0.0694	0.0528	0.0179	0.0355	0.0171	0.0340	0.0507	0.0668	-0.0823	0.0970	-0.1109	0.1237	0.1353	0.1456	0.1546	0.1621	0.1681	-0.1725	0.1753	0.1764	-0.1758	0.1736	-0.1697	-0.1641	0.1570	0.1484	-0.1383	0.1269	-0.1141	0.1002	-0.0179	0.0355	-0.0528	0.0853	-0.0694	0.0000	-0.0000	
0.0220	-0.0436	0.0645	-0.0843	-0.1028	0.1197	0.1347	0.1476	-0.1582	-0.1664	-0.1722	0.1754	0.1762	0.1746	0.1707	0.1646	0.1567	0.1472	-0.1362	-0.1243	-0.1115	-0.0984	-0.0851	-0.0722	0.0597	0.0481	-0.0375	0.0281	0.0198	0.0060	0.0125	-0.0220	-0.0436	-0.0645	-0.0843	0.1028	-0.1197	0.1347	-0.1476	-0.1582	-0.1664	-0.1722	-0.1754	-0.1762	0.1746	-0.1707	-0.1646	0.1567	-0.1472	0.1362	0.1243	-0.1115	-0.0984	0.0851	-0.0722	0.0597	-0.0481	0.0060	-0.0125	0.0198	-0.0375	0.0281	0.2592	0.2592	
0.0340	-0.0668	0.0970	-0.1236	-0.1455	0.1619	0.1722	0.1761	-0.1732	-0.1638	-0.1482	0.1270	0.1009	0.0710	0.0383	0.0042	-0.0302	-0.0634	0.0944	0.1217	0.1445	0.1618	0.1728	0.1773	-0.1748	-0.1655	0.1497	-0.1279	-0.1008	-0.0356	-0.0697	0.0340	0.0668	0.0970	0.1236	-0.1455	0.1619	-0.1722	0.1761	0.1732	0.1638	0.1482	0.1270	0.1009	-0.0710	0.0383	0.0042	0.0302	-0.0634	0.0944	0.1217	-0.1445	-0.1618	0.1728	-0.1773	0.1748	-0.1655	0.0356	-0.0697	0.1008	-0.1497	0.1279	-0.0000	0.0000	
0.0388	-0.0757	0.1089	-0.1366	-0.1577	0.1710	0.1760	0.1725	-0.1607	-0.1413	-0.1152	0.0839	0.0489	0.0119	-0.0255	-0.0613	-0.0942	-0.1228	0.1459	0.1628	0.1732	0.1770	0.1745	0.1663	-0.1532	-0.1362	0.1163	-0.0944	-0.0714	-0.0239	-0.0477	-0.0388	-0.0757	-0.1089	-0.1366	0.1577	-0.1710	0.1760	-0.1725	-0.1607	-0.1413	-0.1152	-0.0839	-0.0489	0.0119	0.0255	0.0613	-0.0942	0.1228	-0.1459	-0.1628	0.1732	0.1770	-0.1745	0.1663	-0.1532	0.1362	-0.0239	0.0477	-0.0714	0.1163	-0.0944	-0.1037	-0.1037	
0.0506	-0.0970	0.1352	-0.1619	-0.1749	0.1732	0.1567	0.1270	-0.0865	-0.0386	0.0126	-0.0627	-0.1076	-0.1433	-0.1669	-0.1763	-0.1706	-0.1504	0.1172	0.0739	0.0241	-0.0279	-0.0777	-0.1209	0.1537	0.1732	-0.1775	0.1661	0.1399	0.0529	0.1010	0.0506	0.0970	0.1352	0.1619	-0.1749	0.1732	-0.1567	0.1270	0.0865	0.0386	-0.0126	-0.0627	-0.1076	0.1433	-0.1669	-0.1763	0.1706	-0.1504	0.1172	0.0739	-0.0241	0.0279	-0.0777	0.1209	-0.1537	0.1732	-0.0529	0.1010	-0.1399	0.1775	-0.1661	0.0000	-0.0000	
0.0553	-0.1050	0.1441	-0.1685	-0.1760	0.1657	0.1388	0.0980	-0.0476	0.0075	0.0617	-0.1097	-0.1468	-0.1697	-0.1762	-0.1661	-0.1406	-0.1023	0.0551	0.0035	-0.0478	-0.0945	-0.1329	-0.1602	0.1750	0.1769	-0.1666	0.1458	0.1165	0.0415	0.0810	-0.0553	-0.1050	-0.1441	-0.1685	0.1760	-0.1657	0.1388	-0.0980	-0.0476	0.0075	0.0617	0.1097	0.1468	-0.1697	0.1762	0.1661	-0.1406	0.1023	-0.0551	-0.0035	-0.0478	-0.0945	0.1329	-0.1602	0.1750	-0.1769	0.0415	-0.0810	0.1165	-0.1666	0.1458	0.0415	0.0415	
0.0668	-0.1236	0.1619	-0.1760	-0.1638	0.1270	0.0712	0.0047	0.0625	0.1204	0.1602	-0.1761	-0.1654	-0.1299	-0.0748	-0.0084	0.0595	0.1184	-0.1595	-0.1765	-0.1667	-0.1313	-0.0758	-0.0084	-0.0606	-0.1205	0.1618	-0.1781	-0.1663	-0.0697	-0.1283	0.0668	0.1236	0.1619	0.1760	-0.1638	0.1270	-0.0712	0.0047	-0.0625	-0.1204	-0.1602	-0.1761	-0.1654	0.1299	-0.0748	-0.0084	-0.0595	0.1184	-0.1595	-0.1765	0.1667	0.1313	-0.0758	0.0084	0.0606	-0.1205	0.0697	-0.1283	0.1663	-0.1618	0.1781	-0.0000	0.0000	
0.0713	-0.1303	0.1671	-0.1752	-0.1534	0.1054	0.0395	-0.0330	0.0998	0.1497	0.1744	-0.1698	-0.1370	-0.0817	-0.0131	0.0574	0.1184	0.1602	-0.1765	-0.1654	-0.1292	-0.0739	-0.0084	0.0576	-0.1148	-0.1559	0.1762	-0.1742	-0.1513	-0.0587	-0.1111	-0.0713	-0.1303	-0.1671	-0.1752	0.1534	-0.1054	0.0395	0.0330	0.0998	0.1497	0.1744	0.1698	0.1370	-0.0817	0.0131	-0.0574	0.1184	-0.1602	0.1765	0.1654	-0.1292	-0.0739	0.0084	0.0576	-0.1148	0.1559	-0.0587	0.1111	-0.1513	0.1762	-0.1742	-0.0166	-0.0166	
0.0823	-0.1455	0.1749	-0.1638	-0.1146	0.0388	-0.0461	-0.1202	0.1665	0.1740	0.1410	-0.0752	0.0083	0.0898	0.1505	0.1761	0.1604	0.1071	-0.0285	0.0570	0.1292	0.1711	0.1724	0.1326	-0.0609	0.0258	-0.1066	0.1619	0.1779	0.0858	0.1504	0.0823	0.1455	0.1749	0.1638	-0.1146	0.0388	0.0461	-0.1202	-0.1665	-0.1740	-0.1410	-0.0752	0.0083	-0.0898	0.1505	0.1761	-0.1604	0.1071	-0.0285	0.0570	-0.1292	-0.1711	0.1724	-0.1326	0.0609	0.0258	-0.0858	0.1504	-0.1779	0.1066	-0.1619	0.0000	-0.0000	
