-0.0981	0.1759	0.1949	0.0981	0.1759	0.1949	-0.6492	0.6492	
-0.3247	0.4883	0.3936	-0.3247	-0.4883	-0.3936	-0.0350	-0.0350	
-0.3907	0.4719	0.2400	0.3907	0.4719	0.2400	0.2589	-0.2589	
-0.4820	0.0894	-0.4994	-0.4820	-0.0894	0.4994	0.1014	0.1014	
-0.4820	-0.0894	-0.4994	0.4820	-0.0894	-0.4994	-0.1014	0.1014	
-0.3907	-0.4719	0.2400	-0.3907	0.4719	-0.2400	-0.2589	-0.2589	
-0.3247	-0.4883	0.3936	0.3247	-0.4883	0.3936	0.0350	-0.0350	
-0.0981	-0.1759	0.1949	-0.0981	0.1759	-0.1949	0.6492	0.6492	
