-0.0085	0.0169	0.0253	-0.0337	-0.0420	0.0502	0.0582	0.0661	-0.0739	-0.0815	-0.0889	0.0961	0.1031	-0.1098	-0.1163	0.1225	0.1284	0.1341	0.1394	0.1444	0.1490	0.1533	-0.1572	0.1608	0.1640	0.1668	0.1693	0.1713	-0.1729	-0.1741	0.1750	0.1754	0.1754	0.1750	-0.1741	-0.1729	0.1713	0.1693	0.1668	0.1640	0.0085	-0.0169	0.0253	-0.0337	-0.0420	0.0502	0.0582	0.0661	0.0739	0.0815	0.0889	0.0961	0.1608	0.1031	0.1098	0.1163	0.1225	0.1284	-0.1341	-0.1394	0.1444	0.1572	-0.1490	0.1533	
-0.0169	0.0337	0.0502	-0.0661	-0.0815	0.0961	0.1098	0.1225	-0.1341	-0.1444	-0.1533	0.1608	0.1668	-0.1713	-0.1741	0.1754	0.1750	0.1729	0.1693	0.1640	0.1572	0.1490	-0.1394	0.1284	0.1163	0.1031	0.0889	0.0739	-0.0582	-0.0420	0.0253	0.0085	-0.0085	-0.0253	0.0420	0.0582	-0.0739	-0.0889	-0.1031	-0.1163	-0.0169	0.0337	-0.0502	0.0661	0.0815	-0.0961	-0.1098	-0.1225	-0.1341	-0.1444	-0.1533	-0.1608	-0.1284	-0.1668	-0.1713	-0.1741	-0.1754	-0.1750	0.1729	0.1693	-0.1640	-0.1394	0.1572	-0.1490	
-0.0253	0.0502	0.0739	-0.0961	-0.1163	0.1341	0.1490	0.1608	-0.1693	-0.1741	-0.1754	0.1729	0.1668	-0.1572	-0.1444	0.1284	0.1098	0.0889	0.0661	0.0420	0.0169	-0.0085	0.0337	-0.0582	-0.0815	-0.1031	-0.1225	-0.1394	0.1533	0.1640	-0.1713	-0.1750	-0.1750	-0.1713	0.1640	0.1533	-0.1394	-0.1225	-0.1031	-0.0815	0.0253	-0.0502	0.0739	-0.0961	-0.1163	0.1341	0.1490	0.1608	0.1693	0.1741	0.1754	0.1729	-0.0582	0.1668	0.1572	0.1444	0.1284	0.1098	-0.0889	-0.0661	0.0420	-0.0337	-0.0169	-0.0085	
-0.0337	0.0661	0.0961	-0.1225	-0.1444	0.1608	0.1713	0.1754	-0.1729	-0.1640	-0.1490	0.1284	0.1031	-0.0739	-0.0420	0.0085	-0.0253	-0.0582	-0.0889	-0.1163	-0.1394	-0.1572	0.1693	-0.1750	-0.1741	-0.1668	-0.1533	-0.1341	0.1098	0.0815	-0.0502	-0.0169	0.0169	0.0502	-0.0815	-0.1098	0.1341	0.1533	0.1668	0.1741	-0.0337	0.0661	-0.0961	0.1225	0.1444	-0.1608	-0.1713	-0.1754	-0.1729	-0.1640	-0.1490	-0.1284	0.1750	-0.1031	-0.0739	-0.0420	-0.0085	0.0253	-0.0582	-0.0889	0.1163	0.1693	-0.1394	0.1572	
-0.0420	0.0815	0.1163	-0.1444	-0.1640	0.1741	0.1741	0.1640	-0.1444	-0.1163	-0.0815	0.0420	-0.0000	0.0420	0.0815	-0.1163	-0.1444	-0.1640	-0.1741	-0.1741	-0.1640	-0.1444	0.1163	-0.0815	-0.0420	0.0000	0.0420	0.0815	-0.1163	-0.1444	0.1640	0.1741	0.1741	0.1640	-0.1444	-0.1163	0.0815	0.0420	0.0000	-0.0420	0.0420	-0.0815	0.1163	-0.1444	-0.1640	0.1741	0.1741	0.1640	0.1444	0.1163	0.0815	0.0420	-0.0815	0.0000	-0.0420	-0.0815	-0.1163	-0.1444	0.1640	0.1741	-0.1741	-0.1163	0.1640	-0.1444	
-0.0502	0.0961	0.1341	-0.1608	-0.1741	0.1729	0.1572	0.1284	-0.0889	-0.0420	0.0085	-0.0582	-0.1031	0.1394	0.1640	-0.1750	-0.1713	-0.1533	-0.1225	-0.0815	-0.0337	0.0169	-0.0661	0.1098	0.1444	0.1668	0.1754	0.1693	-0.1490	-0.1163	0.0739	0.0253	-0.0253	-0.0739	0.1163	0.1490	-0.1693	-0.1754	-0.1668	-0.1444	-0.0502	0.0961	-0.1341	0.1608	0.1741	-0.1729	-0.1572	-0.1284	-0.0889	-0.0420	0.0085	0.0582	-0.1098	0.1031	0.1394	0.1640	0.1750	0.1713	-0.1533	-0.1225	0.0815	-0.0661	-0.0337	-0.0169	
-0.0582	0.1098	0.1490	-0.1713	-0.1741	0.1572	0.1225	0.0739	-0.0169	0.0420	0.0961	-0.1394	-0.1668	0.1754	0.1640	-0.1341	-0.0889	-0.0337	0.0253	0.0815	0.1284	0.1608	-0.1750	0.1693	0.1444	0.1031	0.0502	-0.0085	0.0661	0.1163	-0.1533	-0.1729	-0.1729	-0.1533	0.1163	0.0661	-0.0085	0.0502	0.1031	0.1444	0.0582	-0.1098	0.1490	-0.1713	-0.1741	0.1572	0.1225	0.0739	0.0169	-0.0420	-0.0961	-0.1394	0.1693	-0.1668	-0.1754	-0.1640	-0.1341	-0.0889	0.0337	-0.0253	0.0815	0.1750	-0.1284	0.1608	
-0.0661	0.1225	0.1608	-0.1754	-0.1640	0.1284	0.0739	0.0085	0.0582	0.1163	0.1572	-0.1750	-0.1668	0.1341	0.0815	-0.0169	0.0502	0.1098	0.1533	0.1741	0.1693	0.1394	-0.0889	0.0253	-0.0420	-0.1031	-0.1490	-0.1729	0.1713	0.1444	-0.0961	-0.0337	0.0337	0.0961	-0.1444	-0.1713	0.1729	0.1490	0.1031	0.0420	-0.0661	0.1225	-0.1608	0.1754	0.1640	-0.1284	-0.0739	-0.0085	0.0582	0.1163	0.1572	0.1750	-0.0253	0.1668	0.1341	0.0815	0.0169	-0.0502	0.1098	0.1533	-0.1741	-0.0889	0.1693	-0.1394	
-0.0739	0.1341	0.1693	-0.1729	-0.1444	0.0889	0.0169	-0.0582	0.1225	0.1640	0.1750	-0.1533	-0.1031	0.0337	-0.0420	0.1098	0.1572	0.1754	0.1608	0.1163	0.0502	-0.0253	0.0961	-0.1490	-0.1741	-0.1668	-0.1284	-0.0661	-0.0085	-0.0815	0.1394	0.1713	0.1713	0.1394	-0.0815	-0.0085	-0.0661	-0.1284	-0.1668	-0.1741	0.0739	-0.1341	0.1693	-0.1729	-0.1444	0.0889	0.0169	-0.0582	-0.1225	-0.1640	-0.1750	-0.1533	-0.1490	-0.1031	-0.0337	0.0420	0.1098	0.1572	-0.1754	-0.1608	0.1163	-0.0961	-0.0502	-0.0253	
-0.0815	0.1444	0.1741	-0.1640	-0.1163	0.0420	-0.0420	-0.1163	0.1640	0.1741	0.1444	-0.0815	0.0000	-0.0815	-0.1444	0.1741	0.1640	0.1163	0.0420	-0.0420	-0.1163	-0.1640	0.1741	-0.1444	-0.0815	0.0000	0.0815	0.1444	-0.1741	-0.1640	0.1163	0.0420	-0.0420	-0.1163	0.1640	0.1741	-0.1444	-0.0815	-0.0000	0.0815	-0.0815	0.1444	-0.1741	0.1640	0.1163	-0.0420	0.0420	0.1163	0.1640	0.1741	0.1444	0.0815	0.1444	-0.0000	-0.0815	-0.1444	-0.1741	-0.1640	0.1163	0.0420	0.0420	0.1741	-0.1163	0.1640	
