0.0630	-0.1239	-0.1806	-0.2311	0.2737	0.3070	-0.3299	-0.3415	-0.3415	-0.3299	-0.0630	-0.1239	-0.1806	0.2311	0.2737	0.3070	
0.1239	-0.2311	-0.3070	-0.3415	0.3299	0.2737	-0.1806	-0.0630	0.0630	0.1806	0.1239	0.2311	0.3070	-0.3415	-0.3299	-0.2737	
0.1806	-0.3070	-0.3415	-0.2737	0.1239	-0.0630	0.2311	0.3299	0.3299	0.2311	-0.1806	-0.3070	-0.3415	0.2737	0.1239	-0.0630	
0.2311	-0.3415	-0.2737	-0.0630	-0.1806	-0.3299	0.3070	0.1239	-0.1239	-0.3070	0.2311	0.3415	0.2737	-0.0630	0.1806	0.3299	
0.2737	-0.3299	-0.1239	0.1806	-0.3415	-0.2311	-0.0630	-0.3070	-0.3070	-0.0630	-0.2737	-0.3299	-0.1239	-0.1806	-0.3415	-0.2311	
0.3070	-0.2737	0.0630	0.3299	-0.2311	0.1239	-0.3415	-0.1806	0.1806	0.3415	0.3070	0.2737	-0.0630	0.3299	0.2311	-0.1239	
0.3299	-0.1806	0.2311	0.3070	0.0630	0.3415	-0.1239	0.2737	0.2737	-0.1239	-0.3299	-0.1806	0.2311	-0.3070	0.0630	0.3415	
0.3415	-0.0630	0.3299	0.1239	0.3070	0.1806	0.2737	0.2311	-0.2311	-0.2737	0.3415	0.0630	-0.3299	0.1239	-0.3070	-0.1806	
0.3415	0.0630	0.3299	-0.1239	0.3070	-0.1806	0.2737	-0.2311	-0.2311	0.2737	-0.3415	0.0630	0.3299	0.1239	0.3070	-0.1806	
0.3299	0.1806	0.2311	-0.3070	0.0630	-0.3415	-0.1239	-0.2737	0.2737	0.1239	0.3299	-0.1806	-0.2311	-0.3070	-0.0630	0.3415	
0.3070	0.2737	0.0630	-0.3299	-0.2311	-0.1239	-0.3415	0.1806	0.1806	-0.3415	-0.3070	0.2737	0.0630	0.3299	-0.2311	-0.1239	
0.2737	0.3299	-0.1239	-0.1806	-0.3415	0.2311	-0.0630	0.3070	-0.3070	0.0630	0.2737	-0.3299	0.1239	-0.1806	0.3415	-0.2311	
0.2311	0.3415	-0.2737	0.0630	-0.1806	0.3299	0.3070	-0.1239	-0.1239	0.3070	-0.2311	0.3415	-0.2737	-0.0630	-0.1806	0.3299	
0.1806	0.3070	-0.3415	0.2737	0.1239	0.0630	0.2311	-0.3299	0.3299	-0.2311	0.1806	-0.3070	0.3415	0.2737	-0.1239	-0.0630	
0.1239	0.2311	-0.3070	0.3415	0.3299	-0.2737	-0.1806	0.0630	0.0630	-0.1806	-0.1239	0.2311	-0.3070	-0.3415	0.3299	-0.2737	
0.0630	0.1239	-0.1806	0.2311	0.2737	-0.3070	-0.3299	0.3415	-0.3415	0.3299	0.0630	-0.1239	0.1806	0.2311	-0.2737	0.3070	
